StudentId,Courseld,PaymentDate,PaymentNo,PaymentAmount
8127,370,1/6/2019,6,4115
8127,370,1/7/2019,7,4115
8127,370,1/8/2019,8,4115
8127,370,1/9/2019,9,4115
8127,370,1/10/2019,10,4115
8127,370,1/11/2019,11,4115
8127,370,1/12/2019,12,4115
8127,370,1/1/2020,13,4115
8127,370,1/2/2020,14,4115
8127,370,1/3/2020,15,4115
8128,370,1/1/2019,1,4748
8128,370,1/2/2019,2,4748
8128,370,1/3/2019,3,4748
8128,370,1/4/2019,4,4748
8128,370,1/5/2019,5,4748
8128,370,1/6/2019,6,4748
8128,370,1/7/2019,7,4748
8128,370,1/8/2019,8,4748
8128,370,1/9/2019,9,4748
8128,370,1/10/2019,10,4748
8128,370,1/11/2019,11,4748
8128,370,1/12/2019,12,4748
8128,370,1/1/2020,13,4748
8133,622,1/1/2020,1,3580
8133,622,1/2/2020,2,3580
8133,622,1/3/2020,3,3580
8133,622,1/4/2020,4,3580
8133,622,1/5/2020,5,3580
8133,622,1/6/2020,6,3580
8133,622,1/7/2020,7,3580
8133,622,1/8/2020,8,3580
8133,622,1/9/2020,9,3580
8133,622,1/10/2020,10,3580
8133,622,1/11/2020,11,3580
8133,622,1/12/2020,12,3580
8133,622,1/1/2021,13,3580
8133,622,1/2/2021,14,3580
8134,367,1/1/2019,1,2315
8134,367,1/2/2019,2,2315
8134,367,1/3/2019,3,2315
8134,367,1/4/2019,4,2315
8134,367,1/5/2019,5,2315
8136,473,1/8/2019,1,1607
8136,473,1/9/2019,2,1607
8136,473,1/10/2019,3,1607
8136,473,1/11/2019,4,1607
8136,473,1/12/2019,5,1607
8136,473,1/1/2020,6,1607
8136,473,1/2/2020,7,1607
8136,473,1/3/2020,8,1607
8137,417,1/3/2019,1,3306
8137,417,1/4/2019,2,3306
8137,417,1/5/2019,3,3306
8139,387,1/5/2019,1,3674
8139,387,1/6/2019,2,3674
8139,387,1/7/2019,3,3674
8139,387,1/8/2019,4,3674
8139,387,1/9/2019,5,3674
8159,370,1/1/2019,1,3768
8159,370,1/2/2019,2,3768
8159,370,1/3/2019,3,3768
8159,370,1/4/2019,4,3768
8159,370,1/5/2019,5,3768
8159,370,1/6/2019,6,3768
8159,370,1/7/2019,7,3768
8159,370,1/8/2019,8,3768
8159,370,1/9/2019,9,3768
8159,370,1/10/2019,10,3768
8159,370,1/11/2019,11,3768
8159,370,1/12/2019,12,3768
8159,370,1/1/2020,13,3768
8159,370,1/2/2020,14,3768
8189,428,1/3/2019,1,15430
8189,428,1/4/2019,2,15430
8189,428,1/5/2019,3,15430
8189,428,1/6/2019,4,15430
8212,434,1/3/2019,1,4286
8212,434,1/4/2019,2,4286
8212,434,1/5/2019,3,4286
8221,417,1/3/2019,1,3674
8221,417,1/4/2019,2,3674
8221,417,1/5/2019,3,3674
8222,485,1/7/2019,1,4012
8222,485,1/8/2019,2,4012
8222,485,1/9/2019,3,4012
8222,485,1/10/2019,4,4012
8222,485,1/11/2019,5,4012
8222,485,1/12/2019,6,4012
8222,485,1/1/2020,7,4012
8222,485,1/2/2020,8,4012
8222,485,1/3/2020,9,4012
8246,370,1/1/2019,1,4487
8246,370,1/2/2019,2,4487
8246,370,1/3/2019,3,4487
8246,370,1/4/2019,4,4487
8246,370,1/5/2019,5,4487
8246,370,1/6/2019,6,4487
8246,370,1/7/2019,7,4487
8268,414,1/2/2019,1,2093
8268,414,1/3/2019,2,2093
8268,414,1/4/2019,3,2093
8268,414,1/5/2019,4,2093
8268,414,1/6/2019,5,2093
8268,414,1/7/2019,6,2093
8268,414,1/8/2019,7,2093
8268,414,1/9/2019,8,2093
8268,414,1/10/2019,9,2093
8268,414,1/11/2019,10,2093
8268,414,1/12/2019,11,2093
8268,414,1/1/2020,12,2093
8268,414,1/2/2020,13,2093
8268,414,1/3/2020,14,2093
8268,414,1/4/2020,15,2093
8279,453,1/5/2019,1,2748
8279,453,1/6/2019,2,2748
8279,453,1/7/2019,3,2748
8279,453,1/8/2019,4,2748
8284,434,1/3/2019,1,3214
8284,434,1/4/2019,2,3214
8284,434,1/5/2019,3,3214
8284,434,1/6/2019,4,3214
8289,428,1/3/2019,1,7715
8289,428,1/4/2019,2,7715
8289,428,1/5/2019,3,7715
8289,428,1/6/2019,4,7715
8289,428,1/7/2019,5,7715
8289,428,1/8/2019,6,7715
8289,428,1/9/2019,7,7715
8289,428,1/10/2019,8,7715
8291,439,1/4/2019,1,3433
8291,439,1/5/2019,2,3433
8291,439,1/6/2019,3,3433
8291,439,1/7/2019,4,3433
8291,439,1/8/2019,5,3433
8291,439,1/9/2019,6,3433
8291,439,1/10/2019,7,3433
8291,439,1/11/2019,8,3433
8291,439,1/12/2019,9,3433
8291,439,1/1/2020,10,3433
8291,439,1/2/2020,11,3433
8291,439,1/3/2020,12,3433
8291,439,1/4/2020,13,3433
8291,439,1/5/2020,14,3433
8291,439,1/6/2020,15,3433
8294,386,1/3/2019,1,2755
8294,386,1/4/2019,2,2755
8294,386,1/5/2019,3,2755
8294,386,1/6/2019,4,2755
8294,386,1/7/2019,5,2755
8294,386,1/8/2019,6,2755
8309,478,1/7/2019,1,2475
8309,478,1/8/2019,2,2475
8309,478,1/9/2019,3,2475
8309,478,1/10/2019,4,2475
8339,428,1/3/2019,1,5861
8339,428,1/4/2019,2,5861
8339,428,1/5/2019,3,5861
8339,428,1/6/2019,4,5861
8339,428,1/7/2019,5,5861
8339,428,1/8/2019,6,5861
8339,428,1/9/2019,7,5861
8339,428,1/10/2019,8,5861
8339,428,1/11/2019,9,5861
8351,387,1/5/2019,1,2296
8351,387,1/6/2019,2,2296
8351,387,1/7/2019,3,2296
8351,387,1/8/2019,4,2296
8351,387,1/9/2019,5,2296
8351,387,1/10/2019,6,2296
8351,387,1/11/2019,7,2296
8351,387,1/12/2019,8,2296
8353,441,1/5/2019,1,3910
8353,441,1/6/2019,2,3910
8353,441,1/7/2019,3,3910
8353,441,1/8/2019,4,3910
8353,441,1/9/2019,5,3910
8353,441,1/10/2019,6,3910
8353,441,1/11/2019,7,3910
8353,441,1/12/2019,8,3910
8353,441,1/1/2020,9,3910
8353,441,1/2/2020,10,3910
8353,441,1/3/2020,11,3910
8353,441,1/4/2020,12,3910
8353,441,1/5/2020,13,3910
8353,441,1/6/2020,14,3910
8392,384,1/3/2019,1,4827
8392,384,1/4/2019,2,4827
8392,384,1/5/2019,3,4827
8392,384,1/6/2019,4,4827
8392,384,1/7/2019,5,4827
8405,417,1/3/2019,1,2480
8405,417,1/4/2019,2,2480
8405,417,1/5/2019,3,2480
8405,417,1/6/2019,4,2480
8409,440,1/4/2019,1,19471
8409,440,1/5/2019,2,19471
8409,440,1/6/2019,3,19471
8414,465,1/7/2019,1,2624
8414,465,1/8/2019,2,2624
8414,465,1/9/2019,3,2624
8414,465,1/10/2019,4,2624
8414,465,1/11/2019,5,2624
8414,465,1/12/2019,6,2624
8414,465,1/1/2020,7,2624
8418,371,1/4/2019,1,3517
8418,371,1/5/2019,2,3517
8418,371,1/6/2019,3,3517
8418,371,1/7/2019,4,3517
8418,371,1/8/2019,5,3517
8418,371,1/9/2019,6,3517
8418,371,1/10/2019,7,3517
8418,371,1/11/2019,8,3517
8418,371,1/12/2019,9,3517
8418,371,1/1/2020,10,3517
8418,371,1/2/2020,11,3517
8418,371,1/3/2020,12,3517
8418,371,1/4/2020,13,3517
8418,371,1/5/2020,14,3517
8418,371,1/6/2020,15,3517
8421,384,1/3/2019,1,1497
8421,384,1/4/2019,2,1497
8421,384,1/5/2019,3,1497
8421,384,1/6/2019,4,1497
8421,384,1/7/2019,5,1497
8421,384,1/8/2019,6,1497
8421,384,1/9/2019,7,1497
8421,384,1/10/2019,8,1497
8421,384,1/11/2019,9,1497
8421,384,1/12/2019,10,1497
8421,384,1/1/2020,11,1497
8421,384,1/2/2020,12,1497
8421,384,1/3/2020,13,1497
8421,384,1/4/2020,14,1497
8421,384,1/5/2020,15,1497
8422,384,1/3/2019,1,2494
8422,384,1/4/2019,2,2494
8422,384,1/5/2019,3,2494
8422,384,1/6/2019,4,2494
8422,384,1/7/2019,5,2494
8422,384,1/8/2019,6,2494
8422,384,1/9/2019,7,2494
8422,384,1/10/2019,8,2494
8422,384,1/11/2019,9,2494
8454,485,1/7/2019,1,2748
8454,485,1/8/2019,2,2748
8454,485,1/9/2019,3,2748
8454,485,1/10/2019,4,2748
8454,485,1/11/2019,5,2748
8454,485,1/12/2019,6,2748
8454,485,1/1/2020,7,2748
8454,485,1/2/2020,8,2748
8454,485,1/3/2020,9,2748
8454,485,1/4/2020,10,2748
8454,485,1/5/2020,11,2748
8454,485,1/6/2020,12,2748
8462,417,1/3/2019,1,1281
8462,417,1/4/2019,2,1281
8462,417,1/5/2019,3,1281
8462,417,1/6/2019,4,1281
8462,417,1/7/2019,5,1281
8462,417,1/8/2019,6,1281
8462,417,1/9/2019,7,1281
8462,417,1/10/2019,8,1281
8472,428,1/3/2019,1,4396
8472,428,1/4/2019,2,4396
8472,428,1/5/2019,3,4396
8472,428,1/6/2019,4,4396
8472,428,1/7/2019,5,4396
8472,428,1/8/2019,6,4396
8472,428,1/9/2019,7,4396
8472,428,1/10/2019,8,4396
8472,428,1/11/2019,9,4396
8472,428,1/12/2019,10,4396
8472,428,1/1/2020,11,4396
8472,428,1/2/2020,12,4396
8474,440,1/4/2019,1,4381
8474,440,1/5/2019,2,4381
8474,440,1/6/2019,3,4381
8474,440,1/7/2019,4,4381
8474,440,1/8/2019,5,4381
8474,440,1/9/2019,6,4381
8474,440,1/10/2019,7,4381
8474,440,1/11/2019,8,4381
8474,440,1/12/2019,9,4381
8474,440,1/1/2020,10,4381
8474,440,1/2/2020,11,4381
8474,440,1/3/2020,12,4381
8481,440,1/4/2019,1,6490
8481,440,1/5/2019,2,6490
8481,440,1/6/2019,3,6490
8481,440,1/7/2019,4,6490
8481,440,1/8/2019,5,6490
8481,440,1/9/2019,6,6490
8481,440,1/10/2019,7,6490
8481,440,1/11/2019,8,6490
8481,440,1/12/2019,9,6490
8487,615,1/11/2019,1,8792
8487,615,1/12/2019,2,8792
8487,615,1/1/2020,3,8792
8487,615,1/2/2020,4,8792
8487,615,1/3/2020,5,8792
8487,615,1/4/2020,6,8792
8489,387,1/5/2019,1,2296
8489,387,1/6/2019,2,2296
8489,387,1/7/2019,3,2296
8489,387,1/8/2019,4,2296
8489,387,1/9/2019,5,2296
8489,387,1/10/2019,6,2296
8489,387,1/11/2019,7,2296
8489,387,1/12/2019,8,2296
8493,473,1/8/2019,1,1570
8493,473,1/9/2019,2,1570
8493,473,1/10/2019,3,1570
8493,473,1/11/2019,4,1570
8493,473,1/12/2019,5,1570
8493,473,1/1/2020,6,1570
8493,473,1/2/2020,7,1570
8500,615,1/11/2019,1,5861
8500,615,1/12/2019,2,5861
8500,615,1/1/2020,3,5861
8500,615,1/2/2020,4,5861
8500,615,1/3/2020,5,5861
8500,615,1/4/2020,6,5861
8500,615,1/5/2020,7,5861
8500,615,1/6/2020,8,5861
8500,615,1/7/2020,9,5861
8504,386,1/3/2019,1,3062
8504,386,1/4/2019,2,3062
8504,386,1/5/2019,3,3062
8504,386,1/6/2019,4,3062
8504,386,1/7/2019,5,3062
8504,386,1/8/2019,6,3062
8507,441,1/5/2019,1,9123
8507,441,1/6/2019,2,9123
8507,441,1/7/2019,3,9123
8507,441,1/8/2019,4,9123
8507,441,1/9/2019,5,9123
8507,441,1/10/2019,6,9123
8517,439,1/4/2019,1,5621
8517,439,1/5/2019,2,5621
8517,439,1/6/2019,3,5621
8517,439,1/7/2019,4,5621
8517,439,1/8/2019,5,5621
8517,439,1/9/2019,6,5621
8517,439,1/10/2019,7,5621
8517,439,1/11/2019,8,5621
8517,439,1/12/2019,9,5621
8517,439,1/1/2020,10,5621
8519,530,1/8/2019,1,4796
8519,530,1/9/2019,2,4796
8519,530,1/10/2019,3,4796
8519,530,1/11/2019,4,4796
8519,530,1/12/2019,5,4796
8519,530,1/1/2020,6,4796
8519,530,1/2/2020,7,4796
8519,530,1/3/2020,8,4796
8519,530,1/4/2020,9,4796
8519,530,1/5/2020,10,4796
8519,530,1/6/2020,11,4796
8524,434,1/3/2019,1,2456
8524,434,1/4/2019,2,2456
8524,434,1/5/2019,3,2456
8524,434,1/6/2019,4,2456
8524,434,1/7/2019,5,2456
8534,485,1/7/2019,1,3018
8534,485,1/8/2019,2,3018
8534,485,1/9/2019,3,3018
8534,485,1/10/2019,4,3018
8534,485,1/11/2019,5,3018
8534,485,1/12/2019,6,3018
8534,485,1/1/2020,7,3018
8534,485,1/2/2020,8,3018
8534,485,1/3/2020,9,3018
8534,485,1/4/2020,10,3018
8534,485,1/5/2020,11,3018
8534,485,1/6/2020,12,3018
8534,485,1/7/2020,13,3018
8534,485,1/8/2020,14,3018
8537,439,1/4/2019,1,13152
8537,439,1/5/2019,2,13152
8537,439,1/6/2019,3,13152
8537,439,1/7/2019,4,13152
8537,439,1/8/2019,5,13152
8554,440,1/4/2019,1,7132
8554,440,1/5/2019,2,7132
8554,440,1/6/2019,3,7132
8554,440,1/7/2019,4,7132
8554,440,1/8/2019,5,7132
8554,440,1/9/2019,6,7132
8554,440,1/10/2019,7,7132
8571,384,1/3/2019,1,1727
8571,384,1/4/2019,2,1727
8571,384,1/5/2019,3,1727
8571,384,1/6/2019,4,1727
8571,384,1/7/2019,5,1727
8571,384,1/8/2019,6,1727
8571,384,1/9/2019,7,1727
8571,384,1/10/2019,8,1727
8571,384,1/11/2019,9,1727
8571,384,1/12/2019,10,1727
8571,384,1/1/2020,11,1727
8571,384,1/2/2020,12,1727
8571,384,1/3/2020,13,1727
8576,129,1/4/2018,1,4188
8576,129,1/5/2018,2,4188
8576,129,1/6/2018,3,4188
8578,129,1/4/2018,1,1396
8578,129,1/5/2018,2,1396
8578,129,1/6/2018,3,1396
8578,129,1/7/2018,4,1396
8578,129,1/8/2018,5,1396
8578,129,1/9/2018,6,1396
8578,129,1/10/2018,7,1396
8578,129,1/11/2018,8,1396
8578,129,1/12/2018,9,1396
8587,453,1/5/2019,1,3214
8587,453,1/6/2019,2,3214
8587,453,1/7/2019,3,3214
8587,453,1/8/2019,4,3214
8588,441,1/5/2019,1,3910
8588,441,1/6/2019,2,3910
8588,441,1/7/2019,3,3910
8588,441,1/8/2019,4,3910
8588,441,1/9/2019,5,3910
8588,441,1/10/2019,6,3910
8588,441,1/11/2019,7,3910
8588,441,1/12/2019,8,3910
8588,441,1/1/2020,9,3910
8588,441,1/2/2020,10,3910
8588,441,1/3/2020,11,3910
8588,441,1/4/2020,12,3910
8588,441,1/5/2020,13,3910
8588,441,1/6/2020,14,3910
8589,564,1/12/2019,1,1460
8589,564,1/1/2020,2,1460
8589,564,1/2/2020,3,1460
8589,564,1/3/2020,4,1460
8589,564,1/4/2020,5,1460
8589,564,1/5/2020,6,1460
8589,564,1/6/2020,7,1460
8590,417,1/3/2019,1,3306
8590,417,1/4/2019,2,3306
8590,417,1/5/2019,3,3306
8596,473,1/8/2019,1,2572
8596,473,1/9/2019,2,2572
8596,473,1/10/2019,3,2572
8596,473,1/11/2019,4,2572
8596,473,1/12/2019,5,2572
8604,428,1/3/2019,1,4058
8604,428,1/4/2019,2,4058
8604,428,1/5/2019,3,4058
8604,428,1/6/2019,4,4058
8604,428,1/7/2019,5,4058
8604,428,1/8/2019,6,4058
8604,428,1/9/2019,7,4058
8604,428,1/10/2019,8,4058
8604,428,1/11/2019,9,4058
8604,428,1/12/2019,10,4058
8604,428,1/1/2020,11,4058
8604,428,1/2/2020,12,4058
8604,428,1/3/2020,13,4058
8613,440,1/4/2019,1,5547
8613,440,1/5/2019,2,5547
8613,440,1/6/2019,3,5547
8613,440,1/7/2019,4,5547
8613,440,1/8/2019,5,5547
8613,440,1/9/2019,6,5547
8613,440,1/10/2019,7,5547
8613,440,1/11/2019,8,5547
8613,440,1/12/2019,9,5547
8629,453,1/5/2019,1,1837
8629,453,1/6/2019,2,1837
8629,453,1/7/2019,3,1837
8629,453,1/8/2019,4,1837
8629,453,1/9/2019,5,1837
8629,453,1/10/2019,6,1837
8629,453,1/11/2019,7,1837
8647,440,1/4/2019,1,4993
8647,440,1/5/2019,2,4993
8647,440,1/6/2019,3,4993
8647,440,1/7/2019,4,4993
8647,440,1/8/2019,5,4993
8647,440,1/9/2019,6,4993
8647,440,1/10/2019,7,4993
8647,440,1/11/2019,8,4993
8647,440,1/12/2019,9,4993
8647,440,1/1/2020,10,4993
8650,485,1/7/2019,1,3611
8650,485,1/8/2019,2,3611
8650,485,1/9/2019,3,3611
8650,485,1/10/2019,4,3611
8650,485,1/11/2019,5,3611
8650,485,1/12/2019,6,3611
8650,485,1/1/2020,7,3611
8650,485,1/2/2020,8,3611
8650,485,1/3/2020,9,3611
8650,485,1/4/2020,10,3611
8662,601,1/1/2020,1,12037
8662,601,1/2/2020,2,12037
8662,601,1/3/2020,3,12037
8664,371,1/4/2019,1,8177
8664,371,1/5/2019,2,8177
8664,371,1/6/2019,3,8177
8664,371,1/7/2019,4,8177
8664,371,1/8/2019,5,8177
8664,371,1/9/2019,6,8177
8664,371,1/10/2019,7,8177
8666,369,1/12/2018,1,4519
8666,369,1/1/2019,2,4519
8666,369,1/2/2019,3,4519
8666,369,1/3/2019,4,4519
8666,369,1/4/2019,5,4519
8666,369,1/5/2019,6,4519
8666,369,1/6/2019,7,4519
8666,369,1/7/2019,8,4519
8666,369,1/8/2019,9,4519
8666,369,1/9/2019,10,4519
8684,440,1/4/2019,1,11233
8684,546466645,1/5/2019,2,11233
8684,440,1/6/2019,3,11233
8684,440,1/7/2019,4,11233
8700,441,1/5/2019,1,6011
8700,441,1/6/2019,2,6011
8700,441,1/7/2019,3,6011
8700,441,1/8/2019,4,6011
8700,441,1/9/2019,5,6011
8700,441,1/10/2019,6,6011
8700,441,1/11/2019,7,6011
8701,440,1/4/2019,1,3566
8701,440,1/5/2019,2,3566
8701,440,1/6/2019,3,3566
8701,440,1/7/2019,4,3566
8701,440,1/8/2019,5,3566
8701,440,1/9/2019,6,3566
8701,440,1/10/2019,7,3566
8701,440,1/11/2019,8,3566
8701,440,1/12/2019,9,3566
8701,440,1/1/2020,10,3566
8701,440,1/2/2020,11,3566
8701,440,1/3/2020,12,3566
8701,440,1/4/2020,13,3566
8701,440,1/5/2020,14,3566
8707,441,1/5/2019,1,5010
8707,441,1/6/2019,2,5010
8707,441,1/7/2019,3,5010
8707,441,1/8/2019,4,5010
8707,441,1/9/2019,5,5010
8707,441,1/10/2019,6,5010
8707,441,1/11/2019,7,5010
8707,441,1/12/2019,8,5010
8707,441,1/1/2020,9,5010
8707,441,1/2/2020,10,5010
8707,441,1/3/2020,11,5010
8758,428,1/3/2019,1,7329
8758,428,1/4/2019,2,7329
8758,428,1/5/2019,3,7329
8758,428,1/6/2019,4,7329
8758,428,1/7/2019,5,7329
8758,428,1/8/2019,6,7329
8758,428,1/9/2019,7,7329
8758,428,1/10/2019,8,7329
8759,439,1/4/2019,1,5480
8759,439,1/5/2019,2,5480
8759,439,1/6/2019,3,5480
8759,439,1/7/2019,4,5480
8759,439,1/8/2019,5,5480
8759,439,1/9/2019,6,5480
8759,439,1/10/2019,7,5480
8759,439,1/11/2019,8,5480
8759,439,1/12/2019,9,5480
8759,439,1/1/2020,10,5480
8759,439,1/2/2020,11,5480
8759,439,1/3/2020,12,5480
8763,387,1/5/2019,1,4710
8763,387,1/6/2019,2,4710
8763,387,1/7/2019,3,4710
8771,440,1/4/2019,1,4928
8771,440,1/5/2019,2,4928
8771,440,1/6/2019,3,4928
8771,440,1/7/2019,4,4928
8771,440,1/8/2019,5,4928
8771,440,1/9/2019,6,4928
8771,440,1/10/2019,7,4928
8771,440,1/11/2019,8,4928
8771,440,1/12/2019,9,4928
8825,440,1/4/2019,1,16642
8825,440,1/5/2019,2,16642
8825,440,1/6/2019,3,16642
8829,441,1/5/2019,1,3910
8829,441,1/6/2019,2,3910
8829,441,1/7/2019,3,3910
8829,441,1/8/2019,4,3910
8829,441,1/9/2019,5,3910
8829,441,1/10/2019,6,3910
8829,441,1/11/2019,7,3910
8829,441,1/12/2019,8,3910
8829,441,1/1/2020,9,3910
8829,441,1/2/2020,10,3910
8829,441,1/3/2020,11,3910
8829,441,1/4/2020,12,3910
8829,441,1/5/2020,13,3910
8829,441,1/6/2020,14,3910
8832,371,1/4/2019,1,8792
8832,371,1/5/2019,2,8792
8832,371,1/6/2019,3,8792
8832,371,1/7/2019,4,8792
8832,371,1/8/2019,5,8792
8832,371,1/9/2019,6,8792
8833,453,1/5/2019,1,1607
8833,453,1/6/2019,2,1607
8833,453,1/7/2019,3,1607
8833,453,1/8/2019,4,1607
8833,453,1/9/2019,5,1607
8833,453,1/10/2019,6,1607
8833,453,1/11/2019,7,1607
8833,453,1/12/2019,8,1607
8835,528,1/8/2019,1,3840
8835,528,1/9/2019,2,3840
8835,528,1/10/2019,3,3840
8835,528,1/11/2019,4,3840
8835,528,1/12/2019,5,3840
8835,528,1/1/2020,6,3840
8835,528,1/2/2020,7,3840
8835,528,1/3/2020,8,3840
8835,528,1/4/2020,9,3840
8835,528,1/5/2020,10,3840
8835,528,1/6/2020,11,3840
8835,528,1/7/2020,12,3840
8835,528,1/8/2020,13,3840
8842,536,1/10/2019,1,3283
8842,536,1/11/2019,2,3283
8842,536,1/12/2019,3,3283
8842,536,1/1/2020,4,3283
8842,536,1/2/2020,5,3283
8842,536,1/3/2020,6,3283
8842,536,1/4/2020,7,3283
8842,536,1/5/2020,8,3283
8842,536,1/6/2020,9,3283
8842,536,1/7/2020,10,3283
8842,536,1/8/2020,11,3283
8843,441,1/5/2019,1,4727
8843,441,1/6/2019,2,4727
8843,441,1/7/2019,3,4727
8843,441,1/8/2019,4,4727
8843,441,1/9/2019,5,4727
8843,441,1/10/2019,6,4727
8843,441,1/11/2019,7,4727
8843,441,1/12/2019,8,4727
8843,441,1/1/2020,9,4727
8843,441,1/2/2020,10,4727
8843,441,1/3/2020,11,4727
8855,478,1/7/2019,1,1653
8855,478,1/8/2019,2,1653
8855,478,1/9/2019,3,1653
8855,478,1/10/2019,4,1653
8855,478,1/11/2019,5,1653
8855,478,1/12/2019,6,1653
8855,478,1/1/2020,7,1653
8861,530,1/8/2019,1,4796
8861,530,1/9/2019,2,4796
8861,530,1/10/2019,3,4796
8861,530,1/11/2019,4,4796
8861,530,1/12/2019,5,4796
8861,530,1/1/2020,6,4796
8861,530,1/2/2020,7,4796
8861,530,1/3/2020,8,4796
8861,530,1/4/2020,9,4796
8861,530,1/5/2020,10,4796
8861,530,1/6/2020,11,4796
8864,485,1/7/2019,1,5159
8864,485,1/8/2019,2,5159
8864,485,1/9/2019,3,5159
8864,485,1/10/2019,4,5159
8864,485,1/11/2019,5,5159
8864,485,1/12/2019,6,5159
8864,485,1/1/2020,7,5159
8872,425,1/1/2019,1,2204
8872,425,1/2/2019,2,2204
8872,425,1/3/2019,3,2204
8872,425,1/4/2019,4,2204
8872,425,1/5/2019,5,2204
8880,439,1/4/2019,1,4684
8880,439,1/5/2019,2,4684
8880,439,1/6/2019,3,4684
8880,439,1/7/2019,4,4684
8880,439,1/8/2019,5,4684
8880,439,1/9/2019,6,4684
8880,439,1/10/2019,7,4684
8880,439,1/11/2019,8,4684
8880,439,1/12/2019,9,4684
8880,439,1/1/2020,10,4684
8880,439,1/2/2020,11,4684
8880,439,1/3/2020,12,4684
8887,441,1/5/2019,1,1962
8887,441,1/6/2019,2,1962
8887,441,1/7/2019,3,1962
8887,441,1/8/2019,4,1962
8894,371,1/4/2019,1,4396
8894,371,1/5/2019,2,4396
8894,371,1/6/2019,3,4396
8894,371,1/7/2019,4,4396
8894,371,1/8/2019,5,4396
8894,371,1/9/2019,6,4396
8894,371,1/10/2019,7,4396
8894,371,1/11/2019,8,4396
8894,371,1/12/2019,9,4396
8894,371,1/1/2020,10,4396
8894,371,1/2/2020,11,4396
8894,371,1/3/2020,12,4396
8906,371,1/4/2019,1,6858
8906,371,1/5/2019,2,6858
8906,371,1/6/2019,3,6858
8906,371,1/7/2019,4,6858
8906,371,1/8/2019,5,6858
8906,371,1/9/2019,6,6858
8906,371,1/10/2019,7,6858
8906,371,1/11/2019,8,6858
8906,371,1/12/2019,9,6858
8949,525,1/10/2019,1,4776
8949,525,1/11/2019,2,4776
8949,525,1/12/2019,3,4776
8949,525,1/1/2020,4,4776
8949,525,1/2/2020,5,4776
8949,525,1/3/2020,6,4776
8949,525,1/4/2020,7,4776
8949,525,1/5/2020,8,4776
8949,525,1/6/2020,9,4776
8949,525,1/7/2020,10,4776
8949,525,1/8/2020,11,4776
8949,525,1/9/2020,12,4776
8949,525,1/10/2020,13,4776
8955,440,1/4/2019,1,3214
8955,440,1/5/2019,2,3214
8955,440,1/6/2019,3,3214
8955,440,1/7/2019,4,3214
8957,371,1/4/2019,1,3656
8957,371,1/5/2019,2,3656
8957,371,1/6/2019,3,3656
8957,371,1/7/2019,4,3656
8957,371,1/8/2019,5,3656
8957,371,1/9/2019,6,3656
8957,371,1/10/2019,7,3656
8957,371,1/11/2019,8,3656
8957,371,1/12/2019,9,3656
8957,371,1/1/2020,10,3656
8957,371,1/2/2020,11,3656
8957,371,1/3/2020,12,3656
8957,371,1/4/2020,13,3656
8957,371,1/5/2020,14,3656
8969,371,1/4/2019,1,4653
8969,371,1/5/2019,2,4653
8969,371,1/6/2019,3,4653
8969,371,1/7/2019,4,4653
8969,371,1/8/2019,5,4653
8969,371,1/9/2019,6,4653
8969,371,1/10/2019,7,4653
8969,371,1/11/2019,8,4653
8969,371,1/12/2019,9,4653
8969,371,1/1/2020,10,4653
8969,371,1/2/2020,11,4653
8972,551,1/10/2019,1,3674
8972,551,1/11/2019,2,3674
8972,551,1/12/2019,3,3674
8972,551,1/1/2020,4,3674
8972,551,1/2/2020,5,3674
8980,453,1/5/2019,1,3214
8980,453,1/6/2019,2,3214
8980,453,1/7/2019,3,3214
8980,453,1/8/2019,4,3214
8988,439,1/4/2019,1,4684
8988,439,1/5/2019,2,4684
8988,439,1/6/2019,3,4684
8988,439,1/7/2019,4,4684
8988,439,1/8/2019,5,4684
8988,439,1/9/2019,6,4684
8988,439,1/10/2019,7,4684
8988,439,1/11/2019,8,4684
8988,439,1/12/2019,9,4684
8988,439,1/1/2020,10,4684
8988,439,1/2/2020,11,4684
8988,439,1/3/2020,12,4684
8996,530,1/8/2019,1,7715
8996,530,1/9/2019,2,7715
8996,530,1/10/2019,3,7715
8996,530,1/11/2019,4,7715
8996,530,1/12/2019,5,7715
8996,530,1/1/2020,6,7715
8996,530,1/2/2020,7,7715
8996,530,1/3/2020,8,7715
9001,387,1/5/2019,1,1766
9001,387,1/6/2019,2,1766
9001,387,1/7/2019,3,1766
9001,387,1/8/2019,4,1766
9001,387,1/9/2019,5,1766
9001,387,1/10/2019,6,1766
9001,387,1/11/2019,7,1766
9001,387,1/12/2019,8,1766
9002,441,1/5/2019,1,2296
9002,441,1/6/2019,2,2296
9002,441,1/7/2019,3,2296
9002,441,1/8/2019,4,2296
9005,284,1/11/2017,1,1838
9005,284,1/12/2017,2,1838
9005,284,1/1/2018,3,1838
9005,284,1/2/2018,4,1838
9005,284,1/3/2018,5,1838
9005,284,1/4/2018,6,1838
9005,284,1/5/2018,7,1838
9005,284,1/6/2018,8,1838
9005,284,1/7/2018,9,1838
9005,284,1/8/2018,10,1838
9005,284,1/9/2018,11,1838
9005,284,1/10/2018,12,1838
9005,284,1/11/2018,13,1838
9006,284,1/11/2017,1,7965
9006,284,1/12/2017,2,7965
9006,284,1/1/2018,3,7965
9007,284,1/11/2017,1,2390
9007,284,1/12/2017,2,2390
9007,284,1/1/2018,3,2390
9007,284,1/2/2018,4,2390
